smiles,freesolv,description,chembl_id
CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl,-5.04,,
C(C(F)(F)F)Cl,0.06,,
C=C,1.28,"This molecule appears as a colorless gas with a sweet odor and taste. It is lighter than air. It is easily ignited and a flame can easily flash back to the source of the leak. Under prolonged exposure to fire or heat the containers may rupture violently and rocket. Can cause explosion. This molecule appears as a pressurized liquid when shipped below 50 °F. Colorless with a sweet odor and taste. Vapors arising from the boiling liquid are lighter than air. Easily ignited. Not toxic but is a simple asphyxiant. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Used as an anesthetic, a refrigerant, and to make other chemicals. This molecule is an alkene and a gas molecular entity. It has a role as a refrigerant and a plant hormone. This molecule is a natural product found in Marsilea quadrifolia, Capsicum annuum, and other organisms with data available.",CHEMBL117822
CCCCCI,-0.14,,
COC(OC)OC,-4.42,,CHEMBL3187679
CCCCCCCCCC,3.16,"This molecule appears as a colorless liquid. Flash point 115 °F. Less dense than water and insoluble in water. Vapors heavier than air. In high concentrations its vapors may be narcotic. Used as a solvent and to make other chemicals. This molecule is a straight-chain alkane with 10 carbon atoms. This molecule is a natural product found in Aristolochia triangularis, Gymnodinium nagasakiense, and other organisms with data available. This molecule is found in common oregano. Decane is an alkane hydrocarbon with the chemical formula CH3(CH2)8CH3. 75 isomers of decane exist, all of which are flammable liquids. This molecule belongs to the family of Acyclic Alkanes. These are acyclic hydrocarbons consisting only of n carbon atoms and m hydrogen atoms where m=2*n + 2.",CHEMBL134537
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,,
CC=C,1.32,,
Cc1c[nH]c2c1cccc2,-5.88,,
COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,-12.74,,
C1CCCCC1,1.23,"This molecule appears as a clear colorless liquid with a petroleum-like odor. Used to make nylon, as a solvent, paint remover, and to make other chemicals. Flash point -4 °F. Density 6.5 lb / gal (less than water) and insoluble in water. Vapors heavier than air. This molecule is an alicyclic hydrocarbon comprising a ring of six carbon atoms; the cyclic form of hexane, used as a raw material in the manufacture of nylon. It has a role as a non-polar solvent. It is a cycloalkane and a volatile organic compound. This molecule is a natural product found in Manilkara zapota, Helichrysum odoratissimum, and other organisms with data available. This molecule is found in kohlrabi. Diluent in colour additive mixtures for food use

This molecule has been shown to exhibit beta-oxidant, anti-nociceptive and antibiotic functions (A7840, A7841, A7842).

This molecule belongs to the family of Cycloalkanes. These are alkanes containing one or more rings of carbon atoms.",CHEMBL15980
CC(=CCC/C(=C/CO)/C)C,-4.45,,
CC(C)c1ccccc1,-0.3,"This molecule appears as a clear colorless liquid with an aromatic odor. Less dense than water and insoluble in water. Vapors heavier than air. May be moderately toxic by inhalation, ingestion and skin absorption. This molecule is an alkylbenzene that is benzene carrying an isopropyl group. This molecule is used in a variety of petroleum products. Acute (short-term) inhalation exposure to cumene may cause headaches, dizziness, drowsiness, slight incoordination, and unconsciousness in humans. This molecule has a potent central nervous system (CNS) depressant action characterized by a slow induction period and long duration of narcotic effects in animals. This molecule is a skin and eye irritant. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of cumene in humans. Animal studies have reported increased liver, kidney, and adrenal weights from inhalation exposure to cumene. EPA has classified cumene as a Group D, not classifiable as to human carcinogenicity. This molecule is a natural product found in Camellia sinensis, Saxifraga stolonifera, and other organisms with data available. This molecule is found in ceylan cinnamon. This molecule is a trace constituent of ginger oil (Zingiber officinale) Cumene is the common name for isopropylbenzene, an organic compound that is an aromatic hydrocarbon. It is a constituent of crude oil and refined fuels. It is a flammable colorless liquid that has a boiling point of 152 C. Nearly all the cumene that is produced as a pure compound on an industrial scale is converted to cumene hydroperoxide, which is an intermediate in the synthesis of other industrially important chemicals such as phenol and acetone.

This molecule has been shown to exhibit catabolic function (A7843).",CHEMBL1398949
CC(C)C(C)C(C)C,2.56,,
CC(C)C(=O)C,-3.24,,
CCCCNCCCC,-3.24,"This molecule appears as a yellow-colored liquid with a amine-like odor. Denser than water. Very corrosive, may burn skin, eyes, and mucous membranes. Flash point 125 °F. Combustible. Produce toxic oxides of nitrogen when burned. Used to make other chemicals.",CHEMBL3184528
CCCCS,-0.99,"This molecule appears as a clear, colorless liquid with a strong skunk-like odor. Flash point in range -18 to 43 °F. Less dense than water and slightly soluble in water. Vapors heavier than air. This molecule is an alkanethiol. This molecule is a natural product found in Mephitis mephitis with data available.",CHEMBL3188256
c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-3.81,,
COc1c(c(c(c(c1Cl)C=O)Cl)OC)O,-8.68,,
C1CCC(CC1)N,-4.59,,
C(F)(F)Cl,-0.5,,
COC(=O)c1ccc(cc1)[N+](=O)[O-],-6.88,,
CC(=O)c1cccnc1,-8.26,This molecule is an aromatic ketone. This molecule is a natural product found in Nicotiana tabacum with data available.,CHEMBL3187172
CC#C,-0.48,,
CCCCCCCCC=O,-2.07,"This molecule is a clear brown liquid characterized by a rose-orange odor. Insoluble in water. Found in at least 20 essential oils, including rose and citrus oils and several species of pine oil. This molecule is a saturated fatty aldehyde formally arising from reduction of the carboxy group of nonanoic acid. Metabolite observed in cancer metabolism. It has a role as a human metabolite and a plant metabolite. It is a saturated fatty aldehyde, a n-alkanal and a medium-chain fatty aldehyde. It is functionally related to a nonanoic acid. This molecule is a natural product found in Camellia sinensis, Humulus lupulus, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease.
This molecule belongs to the family of Medium-chain Aldehydes. These are An aldehyde with a chain length containing between 6 and 12 carbon atoms.",CHEMBL2228376
CCC(=O)O,-6.46,"This molecule is a colorless liquid with a sharp rancid odor. Produces irritating vapor. (USCG, 1999) This molecule is a short-chain saturated fatty acid comprising ethane attached to the carbon of a carboxy group. It has a role as an antifungal drug. It is a short-chain fatty acid and a saturated fatty acid. It is a conjugate acid of a propionate. This molecule is the sodium salt of propionic acid that exists as colorless, transparent crystals or a granular crystalline powder. It is considered generally recognized as safe (GRAS) food ingredient by FDA, where it acts as an antimicrobial agent for food preservation and flavoring agent. Its use as a food additive is also approved in Europe. This molecule is is prepared by neutralizing propionic acid with sodium hydroxide. This molecule was previously approved in Canada as an active ingredient in Amino-Cerv (used to treat inflammation or injury of the cervix). This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Ipomoea leptophylla, Angelica gigas, and other organisms with data available. This molecule is widely used as an antifungal agent in food. It is present naturally at low levels in dairy products and occurs ubiquitously, together with other short-chain fatty acids (SCFA), in the gastro-intestinal tract of humans and other mammals as an end-product of the microbial digestion of carbohydrates. It has significant physiological activity in animals. PA is irritant but produces no acute systemic effects and has no demonstrable genotoxic potential.  Propionic aciduria is one of the most frequent organic acidurias, a disease that comprise many various disorders. The outcome of patients born with Propionic aciduria is poor intellectual development patterns, with 60% having an IQ less than 75 and requiring special education. Successful liver and/or renal transplantations, in a few patients, have resulted in better quality of life but have not necessarily prevented neurological and various visceral complications. These results emphasize the need for permanent metabolic follow-up whatever the therapeutic strategy.  Decreased early mortality, less severe symptoms at diagnosis, and more favorable short-term neurodevelopmental outcome were recorded in patients identified through expanded newborn screening.  (A3502, A3503, A3504).",CHEMBL14021
C(Cl)(Cl)Cl,-1.08,,
Cc1cccc(c1C)C,-1.21,,
C,2.0,"This molecule is a colorless odorless gas. It is also known as marsh gas or methyl hydride. It is easily ignited. The vapors are lighter than air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. It is used in making other chemicals and as a constituent of the fuel, natural gas. This molecule is a colorless odorless gas. It is also known as marsh gas or methyl hydride. It is easily ignited. The vapors are lighter than air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. It is used in making other chemicals and as a constituent of the fuel, natural gas. This molecule is a colorless odorless liquid. Flammable. Water insoluble. This molecule appears as a flammable gaseous mixture of straight chain hydrocarbons, predominately compressed methane. This molecule is a one-carbon compound in which the carbon is attached by single bonds to four hydrogen atoms. It is a colourless, odourless, non-toxic but flammable gas (b.p. -161℃). It has a role as a fossil fuel, a member of greenhouse gas and a bacterial metabolite. It is a mononuclear parent hydride, a one-carbon compound, a gas molecular entity and an alkane. It is a conjugate acid of a methanide. This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a natural product found in Dioon spinulosum, Stangeria eriopus, and other organisms with data available. This molecule is a gas produced by a group of colonic anaerobes, absorbed from the colon and excreted in expired air. As a result, breath CH4 excretion can be used as an indicator of the in situ activity of the methanogenic flora. All CH4 produced in human beings is a metabolic product of intestinal bacteria, and about 50% of CH4 produced in the gut is absorbed and excreted in expired air. Because there appears to be no catabolism of this gas by other colonic organisms or host cells, breath CH4 measurements provide a rapid, simple means of semi quantitatively assessing the ongoing in situ metabolism of the methanogenic flora. It could seem likely that the intracolonic activity of a variety of bacteria similarly might be assessed quantitatively via analysis of expired air. However, the application of this methodology has been confounded by the rapid catabolism of many volatile bacterial products by other bacteria or human tissue. A striking aspect of the studies of breath CH4 measurements is the enormous individual variations in the excretion of this gas. Virtually all children under 5 years of age and 66% of the adult population do not exhale appreciable quantities of CH4. The remaining 34% of the adult population has appreciable breath methane concentrations of up to 80 ppm (mean, 15.2 ppm; median, 11.8 ppm). On this basis the population can be divided into CH4 producers or nonproducers, although a more accurate term would be to define subjects as being low or high CH4 producers. The primary methanogen present in the human colon, Methanobrevibacter smithii, produces methane via a reaction that relies entirely on H2 produced by other organisms to reduce CO2 to CH4. Thus, breath CH4 concentrations might be expected to mirror breath H2 concentrations; however, the high levels of CH4 observed in the fasting state may result from H2 derived from endogenous rather than dietary substrates. A diverse assortment of conditions has been associated with a high prevalence of methane producers including diverticulosis, cystic fibrosis, high fasting serum cholesterol levels, encopresis in children, and aorto-iliac vascular disease, whereas obesity (measured as skin-fold thickness) was related inversely to methane production. The challenge that remains is to determine to what extent methanogens actively influence body physiology vs. simply serve as passive indicators of colonic function. (A11043)",CHEMBL17564
c1ccc(cc1)CCl,-1.93,,
CC1CCCCC1,1.7,,
Cc1cccs1,-1.38,,
c1ccncc1,-4.69,"This molecule is a colorless liquid with an unpleasant smell. It can be made from crude coal tar or from other chemicals. This molecule is used to dissolve other substances. It is also used to make many different products such as medicines, vitamins, food flavorings, paints, dyes, rubber products, adhesives, insecticides, and herbicides. This molecule can also be formed from the breakdown of many natural materials in the environment. This molecule appears as a clear colorless to light yellow liquid with a penetrating nauseating odor. Vapors are heavier than air. Toxic by ingestion and inhalation. Combustion produces toxic oxides of nitrogen. This molecule is an azaarene comprising a benzene core in which one -CH group is replaced by a nitrogen atom. It is the parent compound of the class pyridines. It has a role as an environmental contaminant and a NMR chemical shift reference compound. It is a mancude organic heteromonocyclic parent, a monocyclic heteroarene, an azaarene and a member of pyridines. This molecule is a natural product found in Camellia sinensis, Basella alba, and other organisms with data available.",CHEMBL266158
CCCCCl,-0.16,This molecule appears as a water white liquid with a sharp odor. Flash point 20 °F. Boiling point 77-78 °C (173 °F). Density 7.5 lb / gal. Slightly soluble in water. Vapors are heavier than air. Used in the manufacture of a variety of organic chemicals.,CHEMBL47259
C[C@H]1CC[C@@H](O1)C,-2.92,,
Cc1ccc(c(c1)OC)O,-5.8,,
C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-3.44,,
Cc1ccccc1,-0.9,"This molecule is a clear, colorless liquid with a distinctive smell. This molecule occurs naturally in crude oil and in the tolu tree. It is also produced in the process of making gasoline and other fuels from crude oil and making coke from coal. This molecule is used in making paints, paint thinners, fingernail polish, lacquers, adhesives, and rubber and in some printing and leather tanning processes. This molecule appears as a clear colorless liquid with a characteristic aromatic odor. Flash point 40 °F. Less dense than water (7.2 lb / gal) and insoluble in water. Hence floats on water. Vapors heavier than air. May be toxic by inhalation, ingestion or skin contact. Used in aviation and automotive fuels, as a solvent, and to make other chemicals. This molecule is the simplest member of the class toluenes consisting of a benzene core which bears a single methyl substituent. It has a role as a non-polar solvent, a cholinergic antagonist, a neurotoxin and a fuel additive. It is a methylbenzene, a volatile organic compound and a member of toluenes. This molecule is a colorless, liquid that is immiscible in water. It is a mono-substituted benzene derivative used in veterinary medicine as a treatment for various parasites in dogs and cats. This molecule is added to gasoline, used to produce benzene, and used as a solvent. Exposure to toluene may occur from breathing ambient or indoor air affected by such sources. The central nervous system (CNS) is the primary target organ for toluene toxicity in both humans and animals for acute (short-term) and chronic (long-term) exposures. CNS dysfunction and narcosis have been frequently observed in humans acutely exposed to elevated airborne levels of toluene; symptoms include fatigue, sleepiness, headaches, and nausea. CNS depression has been reported to occur in chronic abusers exposed to high levels of toluene. Chronic inhalation exposure of humans to toluene also causes irritation of the upper respiratory tract and eyes, sore throat, dizziness, and headache. Human studies have reported developmental effects, such as CNS dysfunction, attention deficits, and minor craniofacial and limb anomalies, in the children of pregnant women exposed to high levels of toluene or mixed solvents by inhalation. EPA has concluded that that there is inadequate information to assess the carcinogenic potential of toluene. This molecule is an aromatic hydrocarbon composed of a benzene ring linked to one methyl group. This molecule is used a solvent or as a chemical intermediate in various industrial applications. Rapid inhalation of high concentrations of toluene can cause severe neurological complications. This molecule is a natural product found in Basella alba, Zingiber mioga, and other organisms with data available. This molecule is found in allspice. This molecule is isolated from distilled tolu balsam (Myroxylon balsamum). Minor constituent of lime oil (Citrus aurantifolia).This molecule, formerly known as toluol, is a clear, water-insoluble liquid with the typical smell of paint thinners. It is an aromatic hydrocarbon that is widely used as an industrial feedstock and as a solvent. (Wikipedia) 

This molecule has been shown to exhibit beta-oxidant, depressant, hepatoprotective, anesthetic and neurotransmitter functions (A7693, A7694, A7695, A7696, A7697).",CHEMBL9113
CC(C)COC=O,-2.22,,
CCOC(=O)c1ccc(cc1)O,-9.2,,
CCOCCOCC,-3.54,This molecule appears as a clear colorless liquid with a faint ether-like odor. Flash point 95 °F. Less dense than water and insoluble in water. Vapors heavier than air.,CHEMBL1877517
CCCCCOC(=O)CC,-2.11,,
CCCc1ccc(cc1)O,-5.21,,
CC=C(C)C,1.31,,
C(CCl)Cl,-1.79,,
CCC(C)(C)CC,2.56,"This molecule is a natural product found in Pinus densiflora, Microbiota decussata, and other organisms with data available. This molecule is a hydrocarbon and one of the isomers of heptane. Heptanes may be found in gasoline and are widely used as solvents. They are also sold as fuel for outdoor stoves. (L1289)",CHEMBL3188231
Cc1cc2ccccc2cc1C,-2.78,This molecule is a dimethylnaphthalene carrying methyl groups at positions 2 and 3.,CHEMBL1797262
Cc1cccc(n1)C,-4.59,,
COC(C(Cl)Cl)(F)F,-1.12,,
CCOCCOC(=O)C,-5.31,,
COc1cccc(c1)N,-7.29,,
c1cc(cnc1)C=O,-7.1,,
CCC(C)(C)O,-4.43,"This molecule appears as a clear, colorless liquid with an odor of camphor. Slightly soluble in water. This molecule is a tertiary alcohol that is propan-1-ol in which both of the hydrogens at position 1 have been replaced by methyl groups. It has a role as a protic solvent. It is a tertiary alcohol and an aliphatic alcohol. This molecule is a natural product found in Manilkara zapota, Crocus sativus, and other organisms with data available.",CHEMBL44658
CCc1cccc(c1N(COC)C(=O)CCl)CC,-8.21,,
Cn1cccc1,-2.89,"This molecule is a member of pyrroles. This molecule is a natural product found in Erythroxylum coca, Nicotiana tabacum, and other organisms with data available.",CHEMBL1234459
COCOC,-2.93,This molecule appears as a clear colorless liquid with a chloroform-like odor. Flash point 0 °F. Boiling point 42.3 °C. Density 0.864 g / cm3 at 68 °F (20 °C). Vapors heavier than air. This molecule is an acetal that is the dimethyl acetal derivative of formaldehyde. It is an acetal and a diether. It is functionally related to a methanediol.,CHEMBL15537
CCC(CC)O,-4.35,,
CCCCCCCCCC(=O)C,-2.15,,
C(CBr)Cl,-1.95,,
c1ccc(cc1)I,-1.74,,
CC1=CC(=O)CC(C1)(C)C,-5.18,,
CCI,-0.74,,
CCCc1ccc(c(c1)OC)O,-5.26,,
CC(C)Br,-0.48,This molecule is an organobromide compound. It is used for introducing the isopropyl functional group in organic synthesis. This molecule is sometimes used as an alternative to ozone-depleting cleaning solvents such as chlorofluorocarbons. This molecule is prepared by heating isopropanol with hydrobromic acid.,CHEMBL451810
Cc1ccc(cc1)Br,-1.39,,
c1cc(ccc1C#N)O,-10.17,,
CS(=O)(=O)C,-10.08,,
CCc1cccc(c1)O,-6.25,,
CC1=CC[C@H](C[C@@H]1O)C(=C)C,-4.44,,
c1cc(ccc1Br)Br,-2.3,,
COc1c(ccc(c1C(=O)O)Cl)Cl,-9.86,,
CC/C=C\C,1.31,,
CC,1.83,"This molecule appears as a colorless odorless gas. It is easily ignited. The vapors are heavier than air. It can asphyxiate by the displacement of air. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Contact with the liquid may cause frostbite. This molecule appears as a colorless odorless very cold liquid. Boils at -88.6 °C. Easily ignited and a flame can flash back to the source of a leak very easily. Vapors are heavier than air. Vapors can asphyxiate by the displacement of air from enclosed spaces. Direct contact can cause frostbite. Contact of very cold liquid with water may result in vigorous or violent boiling. If the water is hot, there is the possibility that a liquid &quot;superheat&quot; explosion may occur. Pressures may build to dangerous levels if liquid gas contacts water in a closed container. Under prolonged exposure to fire or intense heat the containers may rupture violently and rocket. Used in manufacturing other chemicals. This molecule is an alkane comprising of two carbon atoms. It has a role as a refrigerant and a plant metabolite. It is a gas molecular entity and an alkane. This molecule is a natural product found in Humulus lupulus, Aster scaber, and other organisms with data available.",CHEMBL135626
COc1ccccc1OC,-5.33,"This molecule is a dimethoxybenzene with the methoxy groups at ortho-positions. It has a role as a plant metabolite. This molecule is a natural product found in Physarum polycephalum, Averrhoa carambola, and other organisms with data available.",CHEMBL1668603
CCSCC,-1.46,This molecule appears as a colorless oily liquid with a garlic-like odor. Less dense than water. Vapors heavier than air. May irritate skin and eyes. Used to make other chemicals. This molecule is an ethyl sulfide compound having two ethyl groups attached to a sulfur atom. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Zingiber officinale with data available.,CHEMBL117181
c1cc(cnc1)C#N,-6.75,,
c1cc(c(cc1O)Cl)Cl,-7.29,,
COc1ccccc1,-2.45,"This molecule appears as a clear straw-colored liquid with an aromatic odor. Insoluble in water and the same density as water. Vapors heavier than air. Moderately toxic by ingestion. A skin irritant. Used to make perfumes, flavorings and as a solvent. This molecule is a monomethoxybenzene that is benzene substituted by a methoxy group. It has a role as a plant metabolite. This molecule is a natural product found in Tuber melanosporum, Peristeria elata, and other organisms with data available.",CHEMBL278024
Cc1ccc(c(c1)O)C,-5.91,,
c1cc(ccc1Cl)Cl,-1.01,,
C(F)Cl,-0.77,,
CCCC=C,1.68,,
c1cc(c(c(c1Cl)Cl)Cl)Cl,-1.34,,
CCCCCC#C,0.6,,
CCCCCCCCC(=O)C,-2.34,,
c1ccc(cc1)Cl,-1.12,,
CN(C)CCOC(c1ccccc1)c2ccccc2,-9.34,,
CCCCC=O,-3.03,"This molecule appears as a colorless liquid. Slightly soluble in water and less dense than water. Flash point 54 °F. Vapors heavier than air. Used to make artificial flavorings and rubber. This molecule is a saturated fatty aldehyde composed from five carbons in a straight chain. It has a role as a plant metabolite. This molecule is a solid. This compound belongs to the polyamines. These are compounds containing more than one amine group. This drug targets the protein cAMP-dependent protein kinase catalytic subunit alpha. This molecule is a natural product found in Zea mays, Aster scaber, and other organisms with data available.",CHEMBL18602
c1ccc(cc1)Oc2ccccc2,-2.87,,
C1CCC(=O)CC1,-4.91,,
CCCC[N+](=O)[O-],-3.09,"This molecule is a colorless liquid. (NTP, 1992) This molecule is a C-nitro compound.",CHEMBL1448549
c1cnccc1C=O,-7.0,,
C(CCl)OCCCl,-4.23,,
CC[N+](=O)[O-],-3.71,"This molecule appears as a colorless oily liquid with a pleasant odor. Flash point of 82 °F. Decomposes above 350 °F. Density 1.052 g / cm3. Vapors much heavier than air. and insoluble in water. Vapors may irritate skin, eyes and mucous membranes. Produces toxic oxides of nitrogen during combustion. Used as a propellant and as a solvent. This molecule is a nitroalkane that is ethane substituted by a nitro group. It is a tautomer of an aci-nitroethane.",CHEMBL15625
c1cc(cnc1)Cl,-4.01,,
CBr,-0.82,"This molecule is a manufactured chemical. It also occurs naturally in small amounts in the ocean where it is formed, probably by algae and kelp. It is a colorless, nonflammable gas with no distinct smell. Other names for bromomethane are methyl bromide, mono-bromomethane, and methyl fume. Trade names include Embafume and Terabol. This molecule is used to kill a variety of pests including rats, insects, and fungi. It is also used to make other chemicals or as a solvent to get oil out of nuts, seeds, and wool. This molecule appears as colorless highly toxic volatile liquid or a gas. Boiling point 3.56 °C (38.41 °F). Usually odorless, but has a sweetish chloroform-like odor at high concentrations. Used as an insecticide, a rodenticide, a fumigant, a nematocide, a chemical intermediate and as a fire extinguishing agent. (EPA, 1998) This molecule is a one-carbon compound in which the carbon is attached by single bonds to three hydrogen atoms and one bromine atom. It is produced naturally by marine algae. It has a role as a fumigant insecticide, a marine metabolite and an algal metabolite. It is a member of methyl halides, a member of bromomethanes and a bromohydrocarbon. This molecule is used as a fumigant and pesticide. Exposure may occur during fumigation activities. This molecule is highly toxic. Studies in humans indicate that the lung may be severely injured by the acute (short-term) inhalation of methyl bromide. Acute and chronic (long-term) inhalation of methyl bromide can lead to neurological effects in humans. Neurological effects have also been reported in animals. Degenerative and proliferative lesions in the nasal cavity developed in rats chronically exposed to methyl bromide by inhalation. Chronic inhalation exposure of male animals has resulted in effects on the testes at high concentrations. EPA has classified methyl bromide as a Group D, not classifiable as to human carcinogenicity. This molecule is a methyl halide, bromomethane, and bromohydrocarbon that is composed of one carbon, one hydrogen, and three bromine atoms. It is both manufactured and naturally produced by marine algae, and it has a role as a pesticide, a fire extinguishing agent, and in the synthesis of other chemicals. It is characterized as a colorless gas with a chloroform-like odor at high concentrations. Exposure occurs by inhalation, ingestion, or contact. This molecule is an organobromide compound that may be produced both synthetically and by naturally marine organisms and certain terrestrial plants. It was used extensively as a pesticide and as a fire extinguisher component until being phased out by most countries in the early 2000s, as it is considered an ozone-depleting substance. The primary use of methyl bromide is/was as a fumigant in soil to control fungi, nematodes, and weeds; in space fumigation of food commodities (e.g., grains); and in storage facilities (such as mills, warehouses, vaults, ships, and freight cars) to control insects and rodents. Its popularity as a fumigant is largely attributable to its high toxicity to many pests, the variety of settings in which it can be applied, its ability to penetrate the fumigated substances, and its rapid dissipation following application. Trace amounts of methyl bromide have been detected in drinking water.  There are many reports of humans who have died following acute inhalation exposure to bromomethane. Most cases have involved accidental exposures associated with manufacturing or packaging operations, use of fire extinguishers containing bromomethane, or fumigation activities. Death is not immediate, but usually occurs within l-2 days of exposure. The cause of death is not certain, but is probably due to neurological and lung injury.",CHEMBL48339
CO,-5.1,"This molecule appears as a colorless fairly volatile liquid with a faintly sweet pungent odor like that of ethyl alcohol. Completely mixes with water. The vapors are slightly heavier than air and may travel some distance to a source of ignition and flash back. Any accumulation of vapors in confined spaces, such as buildings or sewers, may explode if ignited. Used to make chemicals, to remove water from automotive and aviation fuels, as a solvent for paints and plastics, and as an ingredient in a wide variety of products. This molecule is the primary alcohol that is the simplest aliphatic alcohol, comprising a methyl and an alcohol group. It has a role as an amphiprotic solvent, a fuel, a human metabolite, an Escherichia coli metabolite, a mouse metabolite and a Mycoplasma genitalium metabolite. It is an alkyl alcohol, a one-carbon compound, a volatile organic compound and a primary alcohol. It is a conjugate acid of a methoxide. This molecule is released to the environment during industrial uses and naturally from volcanic gases, vegetation, and microbes. Exposure may occur from ambient air and during the use of solvents. Acute (short-term) or chronic (long-term) exposure of humans to methanol by inhalation or ingestion may result in blurred vision, headache, dizziness, and nausea. No information is available on the reproductive, developmental, or carcinogenic effects of methanol in humans. Birth defects have been observed in the offspring of rats and mice exposed to methanol by inhalation. EPA has not classified methanol with respect to carcinogenicity. This molecule is used as a solvent and as an intermediate in chemical synthesis.  Component of deicing mixtures and preservatives. Toxic. This molecule is a metabolite found in or produced by Escherichia coli (strain K12, MG1655). This molecule is a natural product found in Origanum minutiflorum, Parthenium incanum, and other organisms with data available. This molecule is the simplest alcohol, and is a light, volatile, colourless, flammable, poisonous liquid with a distinctive odor that is somewhat milder and sweeter than ethanol (Wikipedia). This molecule is responsible for accidental, suicidal, and epidemic poisonings, resulting in death or permanent sequelae. Toxicity is due to the metabolic products of alcohol dehydrogenase (ADH) and aldehyde dehydrogenase. (A7768). The rapid and accurate diagnosis of toxic alcohol poisoning due to methanol (methyl alcohol) is paramount in preventing serious adverse outcomes. The quantitative measurement of specific serum levels of methanol using gas chromatography is expensive, time consuming and generally only available at major tertiary-care facilities. (A7769).",CHEMBL14688
CCCCCCC=O,-2.67,"This molecule appears as a colorless, oily liquid with a penetrating fruity odor. Insoluble in water and less dense than water. Hence floats on water. Used to make perfumes and pharmaceuticals. This molecule is an n-alkanal resulting from the oxidation of the alcoholic hydroxy group of heptan-1-ol to the corresponding aldehyde. An endogenous aldehyde coming from membrane lipid oxidation, it is found in the blood of lung cancer patients and has been regarded as a potential biomarker of lung cancer. It has a role as a biomarker. It is a saturated fatty aldehyde, a n-alkanal and a medium-chain fatty aldehyde. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Plumeria rubra, and other organisms with data available. This molecule is a uremic toxin.  Uremic toxins can be subdivided into three major groups based upon their chemical and physical characteristics: 1) small, water-soluble, non-protein-bound compounds, such as urea; 2) small, lipid-soluble and/or protein-bound compounds, such as the phenols and 3) larger so-called middle-molecules, such as beta2-microglobulin. Chronic exposure of uremic toxins can lead to a number of conditions including renal damage, chronic kidney disease and cardiovascular disease. 
This molecule is found in allspice. This molecule is found in essential oils of ylang-ylang, clary sage, California orange, bitter orange and others. This molecule is a flavouring agent This molecule or heptanaldehyde is an alkyl aldehyde with a strong fruity odor which is used as an ingredient in cosmetics, perfumes, and flavors. It can be obtained from castor oil by distillation under reduced pressure. Industrially, it is used in the manufacture of 1-heptanol and ethyl heptanoate. This molecule belongs to the family of Medium-chain Aldehydes. These are An aldehyde with a chain length containing between 6 and 12 carbon atoms.",CHEMBL18104
c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl,-2.28,,
c1ccc(c(c1)N)[N+](=O)[O-],-7.37,,
CN1CCCCC1,-3.88,This molecule appears as a colorless liquid with the odor of pepper. May irritate skin and eyes. Vapors heavier than air. Used as a solvent and to make other chemicals.,CHEMBL281417
CCCCCCCC=O,-2.29,"This molecule is a colorless liquids with a strong fruity odor. Less dense than water and insoluble in water. Flash points 125 °F. Used in making perfumes and flavorings. This molecule is a saturated fatty aldehyde formally arising from reduction of the carboxy group of caprylic acid (octanoic acid). It has a role as a plant metabolite. It is a saturated fatty aldehyde, a n-alkanal and a medium-chain fatty aldehyde. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Humulus lupulus, and other organisms with data available.",CHEMBL18407
c1ccc(cc1)[N+](=O)[O-],-4.12,,
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,-2.53,,
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,-25.47,,
