smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,description,chembl_id
O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.33600000000007,1,3,4,75.71,-4.47,,
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,"Sparsomycin (3,8mg/ml)",-1.57,1,361.4450000000001,4,1,8,132.11999999999998,-1.981,,
Cc1c[nH]c2ccccc12 ,3-methylindole,-2.9810000000000003,1,131.17799999999997,1,2,0,15.79,-2.42,,
COc2ncc1nccnc1n2,2-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-1.11,,
CNC(=O)Oc1ccccc1C2OCCO2,Dioxacarb,-1.614,1,223.22799999999995,1,2,2,56.790000000000006,-1.57,,
C1N(C(=O)NCC(C)C)C(=O)NC1,isocarbamid,-1.508,1,185.227,2,1,2,61.440000000000005,-2.15,,
CC#N,Acetonitrile,0.152,1,41.053,0,0,0,23.79,0.26,"This molecule appears as a colorless limpid liquid with an aromatic odor. Flash point 42 °F. Density 0.783 g / cm3. Toxic by skin absorption. Less dense than water. Vapors are denser than air. This molecule is a nitrile that is hydrogen cyanide in which the hydrogen has been replaced by a methyl group. It has a role as a polar aprotic solvent, an EC 3.5.1.4 (amidase) inhibitor and a NMR chemical shift reference compound. It is an aliphatic nitrile and a volatile organic compound. This molecule has many uses, including as a solvent, for spinning fibers, and in lithium batteries. It is primarily found in air from automobile exhaust and manufacturing facilities. Acute (short-term) inhalation exposure results in irritation of mucous membranes. Chronic (long-term) exposure results in central nervous system effects, such as headaches, numbness, and tremors. No data are available on its carcinogenic effects in humans; EPA has classified it as a Group D, not classifiable as to human carcinogenicity. This molecule is a chemical compound of cyanide.",CHEMBL45211
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,Fenoxycarb,-4.662,1,301.34200000000004,1,2,7,56.790000000000006,-4.7,,
CC(=O)N(S(=O)c1ccc(N)cc1)c2onc(C)c2C ,acetyl sulfisoxazole,-2.024,1,293.34800000000007,1,2,3,89.43,-3.59,,
ClCC(Cl)(Cl)Cl,"1,1,1,2-Tetrachloroethane",-2.794,1,167.85,0,0,0,0.0,-2.18,"This molecule is a clear colorless liquid. (NTP, 1992) This molecule is a member of chloroethanes.",CHEMBL155816
CCCCO,1-Butanol,-0.688,1,74.12299999999999,1,0,2,20.23,0.0,"This molecule is a colorless liquid. Used in organic chemical synthesis, plasticizers, detergents, etc. This molecule is a primary alcohol that is butane in which a hydrogen of one of the methyl groups is substituted by a hydroxy group. It it produced in small amounts in humans by the gut microbes. It has a role as a protic solvent, a human metabolite and a mouse metabolite. It is a primary alcohol, a short-chain primary fatty alcohol and an alkyl alcohol. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Zea mays, Zingiber mioga, and other organisms with data available.",CHEMBL14245
CC1CCCCC1NC(=O)Nc2ccccc2,Siduron,-3.779,1,232.32700000000003,2,2,2,41.13,-4.11,,
Clc1cc(Cl)cc(Cl)c1,"1,3,5-Trichlorobenzene",-4.159,1,181.449,0,1,0,0.0,-4.48,"This molecule appears as white to off-white crystals. (NTP, 1992) This molecule is a trichlorobenzene carrying chloro substituents at positions 1, 3 and 5. This molecule is an organochloride aromatic compound and one of the three isomeric forms of trichlorobenzene. Trichlorobenzene is used as a solvent. (L223)",CHEMBL44228
O=Cc1ccco1,Furfural,-1.391,1,96.08499999999998,0,1,1,30.21,-0.1,"This molecule appears as colorless or reddish-brown mobile liquids with a penetrating odor. Flash points 140 °F. Denser than water and soluble in water. Vapors heavier than air. May be toxic by ingestion, skin absorption or inhalation. This molecule is an aldehyde that is furan with the hydrogen at position 2 substituted by a formyl group. It has a role as a Maillard reaction product and a metabolite. It is a member of furans and an aldehyde. It is functionally related to a furan. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Francisella tularensis, Angelica gigas, and other organisms with data available.",CHEMBL189362
CC(C)CCO,3-Methylbutan-1-ol,-1.027,1,88.14999999999999,1,0,2,20.23,-0.51,"This molecule is a colorless liquid with a mild, choking alcohol odor. Less dense than water, soluble in water. Hence floats on water. Produces an irritating vapor. (USCG, 1999) This molecule is an primary alcohol that is butan-1-ol in which a hydrogen at position 3 has been replaced by a methyl group. It has a role as a xenobiotic metabolite, a Saccharomyces cerevisiae metabolite and an antifungal agent. It is a primary alcohol, a volatile organic compound and an alkyl alcohol. It derives from a hydride of an isopentane. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Ambrosiozyma monospora, Humulus lupulus, and other organisms with data available.",CHEMBL372396
O=Cc2ccc1OCOc1c2 ,piperonal,-2.033,1,150.13299999999998,0,2,1,35.53,-1.63,,
CC(=C)C,2-Methylpropene,-1.5730000000000002,1,56.108,0,0,0,0.0,-2.33,,
O=Cc1ccccc1,Benzaldehyde,-1.999,1,106.12399999999997,0,1,1,17.07,-1.19,"This molecule appears as a clear colorless to yellow liquid with a bitter almond odor. Flash point near 145 °F. More denser than water and insoluble in water. Hence sinks in water. Vapors are heavier than air. The primary hazard is to the environment. Immediate steps should be taken to limit spread to the environment. Easily penetrates the soil to contaminate groundwater and nearby waterways. Used in flavoring and perfume making. This molecule is an arenecarbaldehyde that consists of benzene bearing a single formyl substituent; the simplest aromatic aldehyde and parent of the class of benzaldehydes. It has a role as a flavouring agent, a fragrance, an odorant receptor agonist, a plant metabolite, an EC 3.5.5.1 (nitrilase) inhibitor and an EC 3.1.1.3 (triacylglycerol lipase) inhibitor. This molecule is an aromatic aldehyde bearing a single formyl group with an almond odor. This molecule can be derived from natural sources and is widely used by the chemical industry in the preparation of various aniline dyes, perfumes, flavorings, and pharmaceuticals. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Camellia sinensis, Humulus lupulus, and other organisms with data available.",CHEMBL15972
CC(=C)C(=C)C,"2,3-Dimethyl-1,3-Butadiene",-2.052,1,82.146,0,0,1,0.0,-2.4,,
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2CC(C)(C)Oc21)C(C)C,Benfuracarb,-5.132999999999999,1,410.5360000000002,0,2,8,68.31,-4.71,,
O2c1ccccc1N(C)C(=O)c3cccnc23 ,RTI 10,-2.7710000000000004,1,226.235,0,3,0,42.43,-3.672,,
C1c2ccccc2c3ccccc13,Fluorene ,-4.125,2,166.22299999999998,0,3,0,0.0,-5.0,,
CC1CCCCC1,Methylcyclohexane ,-2.891,1,98.189,0,1,0,0.0,-3.85,,
NC(=N)NS(=O)(=O)c1ccc(N)cc1 ,sulfaguanidine,-0.706,1,214.25,4,1,2,122.06,-1.99,,
COC(=O)c1ccc(O)cc1,Methylparaben,-2.441,1,152.149,1,1,1,46.53,-1.827,"This molecule is a 4-hydroxybenzoate ester resulting from the formal condensation of the carboxy group of 4-hydroxybenzoic acid with methanol. It is the most frequently used antimicrobial preservative in cosmetics. It occurs naturally in several fruits, particularly in blueberries. It has a role as a plant metabolite, an antimicrobial food preservative, a neuroprotective agent and an antifungal agent. This molecule is used in allergenic testing. This molecule is a Standardized Chemical Allergen. The physiologic effect of methylparaben is by means of Increased Histamine Release, and Cell-mediated Immunity. This molecule is a natural product found in Nigrospora oryzae, Hypericum ascyron, and other organisms with data available. This molecule is found in alcoholic beverages. This molecule is an antimicrobial agent, preservative, flavouring agent. This molecule is a constituent  of cloudberry, yellow passion fruit, white wine, botrytised wine and Bourbon vanilla. This molecule has been shown to exhibit anti-microbial function  This molecule belongs to the family of Hydroxybenzoic Acid Derivatives. These are compounds containing an hydroxybenzoic acid (or a derivative), which is a benzene ring bearing a carboxylic acid. (A3204).",CHEMBL325372
CC1CCCO1,2-Methyltetrahydrofurane,-1.034,1,86.134,0,1,0,9.23,0.11,This molecule appears as a colorless liquid with an ether-like odor. Less dense than water. Vapors heavier than air. Used to make other chemicals and as a solvent. This molecule is a natural product found in Theobroma cacao and Coffea arabica with data available.,CHEMBL1580503
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,Santonin,-2.43,1,246.30599999999995,0,3,0,43.370000000000005,-3.09,,
OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,Salicin,-0.975,1,286.28,5,2,4,119.61,-0.85,,
CCCI,1-Iodopropane,-2.486,1,169.993,0,0,1,0.0,-2.29,,
CCNc1nc(NC(C)C)nc(SC)n1,Ametryn,-3.43,1,227.337,2,1,5,62.73,-3.04,"Crystals. Melting point 190-192 °F (88-89 °C). Used as a herbicide. This molecule is a methylthio-1,3,5-triazine that is 2-(methylsulfanyl)-1,3,5-triazine substituted by an ethylamino and an isopropylamino group at positions 4 and 6 respectively. It has a role as a herbicide and an environmental contaminant. It is a diamino-1,3,5-triazine and a methylthio-1,3,5-triazine. This molecule is a herbicide which inhibits photosynthesis and other enzymatic processes. It is used to control broadleaf weeds and annual grasses in pineapple, sugarcane and bananas. It is used on corn and potato crops for general weed control. It is also used as a vine desiccant on dry beans and potatoes. The EPA classifies it as Toxicity Class III, slightly toxic. Symptoms of acute exposure to high doses include nausea, vomiting, diarrhea, muscle weakness, and salivation.",CHEMBL1235774
CCCO,1-Propanol,-0.3339999999999999,1,60.096,1,0,1,20.23,0.62,"This molecule appears as a clear colorless liquid with a sharp musty odor like rubbing alcohol. Flash point 53-77 °F. Autoignites at 700 °F. Vapors are heavier than air and mildly irritate the eyes, nose, and throat. Density approximately 6.5 lb / gal. Used in making cosmetics, skin and hair preparations, pharmaceuticals, perfumes, lacquer formulations, dye solutions, antifreezes, rubbing alcohols, soaps, window cleaners, acetone and other chemicals and products. This molecule is the parent member of the class of propan-1-ols that is propane in which a hydrogen of one of the methyl groups is replaced by a hydroxy group. It has a role as a protic solvent and a metabolite. It is a short-chain primary fatty alcohol and a member of propan-1-ols. This molecule is used as a solvent and chemical intermediate. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Tuber melanosporum, Zea mays, and other organisms with data available.",CHEMBL14687
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,Hydroxyprogesterone-17a,-3.876,1,330.4680000000001,1,4,1,54.37,-3.817,,CHEMBL285584
CCCC(C)O,2-Pentanol,-0.97,1,88.14999999999999,1,0,2,20.23,-0.29,"This molecule appears as a clear colorless liquid with a strong odor. Moderately toxic by ingestion and vapors may irritate skin and eyes. Vapors are heavier than air. This molecule is a secondary alcohol that is pentane substituted by a hydroxy group at position 2. It has a role as a polar solvent, a fragrance and a plant metabolite. It is a secondary alcohol and a pentanol. This molecule is a natural product found in Camellia sinensis, Zea mays, and other organisms with data available.",CHEMBL45065
OC(C(=O)c1ccccc1)c2ccccc2,benzoin,-3.148,1,212.248,1,2,3,37.3,-2.85,,
Cc1ccc(O)c(C)c1,"2,4-Dimethylphenol",-2.6210000000000004,1,122.167,1,1,0,20.23,-1.19,"This molecule appears as colorless crystals or clear, dark amber liquid. This molecule is a member of the class of phenols that phenol substituted by methyl groups at positions 2 and 4. It has a role as a disinfectant and a volatile oil component. It is a member of phenols and an aromatic fungicide. It derives from a hydride of a m-xylene. This molecule is a natural product found in Apis cerana with data available.",CHEMBL29878
Clc1cccc(c1)N(=O)=O,m-Chloronitrobenzene ,-2.901,1,157.55599999999998,0,1,1,43.14,-2.77,,
Cc2c(N)c(=O)n(c1ccccc1)n2C,ampyrone,-1.192,1,203.245,1,2,1,52.95,-0.624,,
Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,"2,2',4,5'-PCB",-6.23,1,291.992,0,2,1,0.0,-6.57,,
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,"Hexachloro-1,3-butadiene",-4.546,1,260.762,0,0,1,0.0,-4.92,,
CCNc1nc(NC(C)(C)C)nc(SC)n1,Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0,"This molecule is a methylthio-1,3,5-triazine that is 2-(methylsulfanyl)-1,3,5-triazine substituted by a tert-butylamino and an ethylamino group at positions 2 and 4 respectively. It has a role as a herbicide, a xenobiotic and an environmental contaminant. It is a methylthio-1,3,5-triazine and a diamino-1,3,5-triazine.",CHEMBL1234490
CCC(C)CCO,3-Methyl-2-pentanol,-1.308,1,102.177,1,0,3,20.23,-0.71,,
Cc2ncc1nccnc1n2,2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12,,
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,Danazol,-4.557,1,337.4630000000001,1,5,0,46.260000000000005,-5.507000000000001,,
CCCCI,1-Iodobutane,-2.841,1,184.02,0,0,2,0.0,-2.96,,
Brc1ccc2ccccc2c1,2-Bromonapthalene,-4.434,1,207.07,0,2,0,0.0,-4.4,,CHEMBL192643
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,"Digoxin (L1=41,8mg/mL, L2=68,2mg/mL, Z=40,1mg/mL)",-5.312,1,780.9490000000001,6,8,7,203.06,-4.081,,
FC(F)(F)c1ccccc1,Benzyltrifluoride,-3.099,1,146.111,0,1,0,0.0,-2.51,"This molecule appears as a clear colorless liquid with an aromatic odor. Flash point of 54 °F. Vapors are heavier than air. Insoluble in water and slightly denser than water. May be toxic by inhalation. This molecule is a fluorohydrocarbon that is fluoroform in which the hydrogen is substituted by a phenyl group. It has a role as a solvent, an environmental contaminant and a NMR chemical shift reference compound. It is a fluorohydrocarbon and a member of This molecules. It is functionally related to a fluoroform.",CHEMBL15897
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,Dihexyl phthalate,-5.757999999999999,1,334.45600000000024,0,1,12,52.60000000000001,-6.144,"This molecule is a yellow-brown oily viscous liquid with a slight aromatic odor. Insoluble in water. (NTP, 1992) This molecule is a 2-hydroxyisophthalic acid. This molecule is a natural product found in Cryptotaenia canadensis with data available. This molecule is a phthalate ester. Phthalate esters are esters of phthalic acid and are mainly used as plasticizers, primarily used to soften polyvinyl chloride. They are found in a number of products, including glues, building materials, personal care products, detergents and surfactants, packaging, children's toys, paints, pharmaceuticals, food products, and textiles. Phthalates are hazardous due to their ability to act as endocrine disruptors. They are being phased out of many products in the United States and European Union due to these health concerns. (L1903)",CHEMBL3181956
c1ccc2c(c1)sc3ccccc23,Dibenzothiophene,-4.597,2,184.263,0,3,0,0.0,-4.38,,
Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,"2,3',4,4'-PCB",-6.709,1,326.437,0,2,1,0.0,-7.8,,
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,"2,2',3,3',4,4'-PCB",-7.192,1,360.88200000000006,0,2,1,0.0,-8.01,,
CC(=O)CC(c1ccccc1)c3c(O)c2ccccc2oc3=O ,Warfarin,-3.913,1,308.3330000000001,1,3,4,67.50999999999999,-3.893,,
c1ccccc1C(O)C(O)c2ccccc2,hydrobenzoin,-2.645,1,214.264,2,2,3,40.46,-1.93,,
COC(=O)c1ccccc1C(=O)OC,Dimethyl phthalate,-2.347,1,194.18599999999995,0,1,2,52.60000000000001,-1.66,"This molecule appears as a water-white liquid without significant odor. Denser than water and insoluble in water. Hence sinks in water. Flash point 300 °F. Eye contact may produce severe irritation and direct skin contact may produce mild irritation. Used in the manufacture of a variety of products including plastics, insect repellents, safety glass, and lacquer coatings. This molecule is a phthalate ester, a diester and a methyl ester. Dimethyl phthalate has many uses, including in solid rocket propellants, plastics, and insect repellants. Acute (short-term) exposure to dimethyl phthalate, via inhalation in humans and animals, results in irritation of the eyes, nose, and throat. No information is available on the chronic (long-term), reproductive, developmental, or carcinogenic effects of dimethyl phthalate in humans. Animal studies have reported slight effects on growth and on the kidney from chronic oral exposure to the chemical. EPA has classified dimethyl phthalate as a Group D, not classifiable as to human carcinogencity. This molecule is a natural product found in Allium ampeloprasum, Cryptotaenia canadensis, and other organisms with data available. This molecule is a phthalate ester. Phthalate esters are esters of phthalic acid and are mainly used as plasticizers, primarily used to soften polyvinyl chloride. They are found in a number of products, including glues, building materials, personal care products, detergents and surfactants, packaging, children's toys, paints, pharmaceuticals, food products, and textiles. Phthalates are hazardous due to their ability to act as endocrine disruptors. They are being phased out of many products in the United States and European Union due to these health concerns. (L1903)",CHEMBL323348
CCCCCCCC(=O)OCC,Ethyl octanoate,-2.962,1,172.26799999999997,0,0,7,26.3,-3.39,"This molecule is a fatty acid ethyl ester resulting from the formal condensation of octanoic acid with ethanol. It has a role as a metabolite. It is a fatty acid ethyl ester and an octanoate ester. This molecule is a metabolite found in or produced by Saccharomyces cerevisiae. This molecule is a natural product found in Gardenia jasminoides, Mandragora autumnalis, and other organisms with data available.",CHEMBL4633100
CCSSCC,Diethyldisulfide,-2.364,1,122.258,0,0,3,0.0,-2.42,,
CCOCCOCC,"1,2-Diethoxyethane ",-0.833,1,118.176,0,0,5,18.46,-0.77,This molecule appears as a clear colorless liquid with a faint ether-like odor. Flash point 95 °F. Less dense than water and insoluble in water. Vapors heavier than air.,CHEMBL1877517
Clc1cc(Cl)c(Cl)cc1Cl,"1,2,4,5-Tetrachlorobenzene",-4.621,1,215.894,0,1,0,0.0,-5.56,"This molecule appears as odorless white flakes or chunky solid. (NTP, 1992) This molecule is a tetrachlorobenzene carrying chloro groups at positions 1, 2, 4 and 5.",CHEMBL45428
Nc1ccc(cc1)c2ccc(N)cc2,p-benzidine,-2.613,1,184.242,2,2,1,52.04,-2.7,,
CCCCCC=C,1-Heptene,-2.718,1,98.189,0,0,4,0.0,-3.73,,
CCCCc1c(C)nc(NCC)[nH]c1=O,Ethirimol,-2.732,1,209.293,2,1,5,57.78,-3.028,"This molecule is an aminopyrimidine that is 2-ethylaminopyrimidin-4-one carrying butyl and methyl substituents at positions 5 and 6 respectively. A fungicide first marketed in 1970 and used as a seed treatment for diseaases such as damping-off, it is not licensed for use within the European Union. It has a role as an antifungal agrochemical. It is an aminopyrimidine, a pyrimidone, a secondary amino compound and a pyrimidine fungicide.",CHEMBL1863416
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39,,
Nc1ccccc1Cl,o-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.52,"This molecule is a clear amber liquid with an amine odor. Occurs in both alpha and beta forms. (NTP, 1992)",CHEMBL389885
COc1cccc(Cl)c1,3-Chloroanisole,-3.057,1,142.58499999999998,0,1,1,9.23,-2.78,,
CCCCN(CC)C(=O)SCCC,Pebulate,-3.131,1,203.351,0,0,6,20.31,-3.53,"This molecule is a colorless to yellow liquid with aromatic odor. Non corrosive. Used as an herbicide. This molecule is a tertiary amine. This molecule is a thiocarbamate herbicide. It is used to control both grassy and broadleaf weeds.  Used for selective weed control in sugar beets, tobacco, and tomatoes. Thiocarbamates are mainly used in agriculture as insecticides, herbicides, and fungicides.  Additional uses are as biocides for industrial or other commercial applications, and in household products.  Some are used for vector control in public health. Thiocarbamates are mostly liquids or solids with low melting points.",CHEMBL2251585
CCCCOC=O,Butyl acetate,-1.111,1,102.13299999999998,0,0,4,26.3,-1.37,"This molecule appears as a clear colorless liquid. Flash point 64 °F. Less dense than water. Vapors heavier than air. This molecule is a formate ester resulting from the formal condensation of formic acid with the hydroxy group of butan-1-ol. Found in apples, strawberries, sherry and Pamesan cheese, it has a fruity, plum-like odour and taste. It has a role as a polar aprotic solvent, a flavouring agent and a fragrance. It is functionally related to a butan-1-ol. This molecule is a natural product found in Aloe africana, Plectranthus glabratus, and Mangifera indica with data available.",CHEMBL2270394
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18,,
BrC(Cl)Cl,Bromodichloromethane,-2.176,1,163.82899999999998,0,0,0,0.0,-1.54,,
CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,adrenosterone,-2.99,1,300.3980000000001,0,4,0,51.21,-3.48,,
c1ccc(cc1)c2ccc(cc2)c3ccccc3,p-terphenyl,-5.7410000000000005,2,230.31,0,3,2,0.0,-7.11,,
Oc1ccc(C=O)cc1,p-Hydroxybenzaldehyde ,-2.003,1,122.12299999999998,1,1,1,37.3,-0.96,,
CBr,Bromomethane,-1.109,1,94.939,0,0,0,0.0,-0.79,"This molecule is a manufactured chemical. It also occurs naturally in small amounts in the ocean where it is formed, probably by algae and kelp. It is a colorless, nonflammable gas with no distinct smell. Other names for bromomethane are methyl bromide, mono-bromomethane, and methyl fume. Trade names include Embafume and Terabol. This molecule is used to kill a variety of pests including rats, insects, and fungi. It is also used to make other chemicals or as a solvent to get oil out of nuts, seeds, and wool. This molecule appears as colorless highly toxic volatile liquid or a gas. Boiling point 3.56 °C (38.41 °F). Usually odorless, but has a sweetish chloroform-like odor at high concentrations. Used as an insecticide, a rodenticide, a fumigant, a nematocide, a chemical intermediate and as a fire extinguishing agent. (EPA, 1998) This molecule is a one-carbon compound in which the carbon is attached by single bonds to three hydrogen atoms and one bromine atom. It is produced naturally by marine algae. It has a role as a fumigant insecticide, a marine metabolite and an algal metabolite. It is a member of methyl halides, a member of bromomethanes and a bromohydrocarbon. This molecule is used as a fumigant and pesticide. Exposure may occur during fumigation activities. This molecule is highly toxic. Studies in humans indicate that the lung may be severely injured by the acute (short-term) inhalation of methyl bromide. Acute and chronic (long-term) inhalation of methyl bromide can lead to neurological effects in humans. Neurological effects have also been reported in animals. Degenerative and proliferative lesions in the nasal cavity developed in rats chronically exposed to methyl bromide by inhalation. Chronic inhalation exposure of male animals has resulted in effects on the testes at high concentrations. EPA has classified methyl bromide as a Group D, not classifiable as to human carcinogenicity. This molecule is a methyl halide, bromomethane, and bromohydrocarbon that is composed of one carbon, one hydrogen, and three bromine atoms. It is both manufactured and naturally produced by marine algae, and it has a role as a pesticide, a fire extinguishing agent, and in the synthesis of other chemicals. It is characterized as a colorless gas with a chloroform-like odor at high concentrations. Exposure occurs by inhalation, ingestion, or contact. This molecule is an organobromide compound that may be produced both synthetically and by naturally marine organisms and certain terrestrial plants. It was used extensively as a pesticide and as a fire extinguisher component until being phased out by most countries in the early 2000s, as it is considered an ozone-depleting substance. The primary use of methyl bromide is/was as a fumigant in soil to control fungi, nematodes, and weeds; in space fumigation of food commodities (e.g., grains); and in storage facilities (such as mills, warehouses, vaults, ships, and freight cars) to control insects and rodents. Its popularity as a fumigant is largely attributable to its high toxicity to many pests, the variety of settings in which it can be applied, its ability to penetrate the fumigated substances, and its rapid dissipation following application. Trace amounts of methyl bromide have been detected in drinking water.  There are many reports of humans who have died following acute inhalation exposure to bromomethane. Most cases have involved accidental exposures associated with manufacturing or packaging operations, use of fire extinguishers containing bromomethane, or fumigation activities. Death is not immediate, but usually occurs within l-2 days of exposure. The cause of death is not certain, but is probably due to neurological and lung injury.",CHEMBL48339
Cc1cc(ccc1NS(=O)(=O)C(F)(F)F)S(=O)(=O)c2ccccc2,Perfluidone,-4.945,1,379.381,1,2,4,80.31,-3.8,,
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,Coumachlor,-4.553999999999999,1,342.7780000000001,1,3,4,67.50999999999999,-5.839,,
CCc1ccc2ccccc2c1,2-Ethylnaphthalene,-4.1,1,156.22799999999998,0,2,1,0.0,-4.29,This molecule is a colorless liquid.,CHEMBL370944
Nc1c(C)c[nH]c(=O)n1 ,5-methylcytosine,-0.257,1,125.131,2,1,0,71.77000000000001,-1.4580000000000002,,
Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,"2,3,4,5,6-PCB",-6.785,1,326.437,0,2,1,0.0,-7.92,,
c1c(NC(=O)c2ccccc2(I))cccc1,benodanil,-4.245,1,323.133,1,2,2,29.1,-4.21,,
Cc3cc2nc1c(=O)[nH]c(=O)nc1n(CC(O)C(O)C(O)CO)c2cc3C,Riboflavin,-1.865,1,376.36900000000014,5,3,5,161.56,-3.685,,
Fc1ccccc1Br,o-Fluorobromobenzene,-3.467,1,175.0,0,1,0,0.0,-2.7,,
Oc1ccc(Cl)cc1Cl,"2,4-Dichlorophenol ",-3.22,1,163.003,1,1,0,20.23,-1.55,"This molecule is a colorless crystalline solid with a medicinal odor. Melting point 45 °C. Sinks in water. Strong irritant to tissues; toxic by ingestion. This molecule is a dichlorophenol that is phenol carrying chloro substituents at positions 2 and 4. This molecule is a chlorinated organic chemical due to environmental exposure, that can be detected in breast milk. The free species of phenols and chlorinated organic appear to be most prevalent in milk (A11269).",CHEMBL1143
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291,,
CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ,piroxicam,-3.4730000000000003,1,331.353,2,3,2,99.6,-4.16,,
O=C1N(COC(=O)CC)C(=O)C(N1)(c2ccccc2)c3ccccc3,3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907,,
C1CCCC1,Cyclopentane ,-2.0380000000000003,2,70.135,0,1,0,0.0,-2.64,"This molecule appears as a clear colorless liquid with a petroleum-like odor. Flash point of -35 °F. Less dense than water and insoluble in water. Vapors are heavier than air. This molecule is a cycloalkane that consists of five carbons each bonded with two hydrogens above and below the plane. The parent of the class of cyclopentanes. It has a role as a non-polar solvent. It is a member of cyclopentanes, a cycloalkane and a volatile organic compound. This molecule is a natural product found in Oryza sativa and Senna sophera with data available. This molecule is a cyclic hydrocarbon. It is a component of gasoline and is used in the manufacture of synthetic resins and rubber adhesives, and also as a blowing agent in the manufacture of polyurethane insulating foam. (L1298)",CHEMBL1370850
