smiles,lipo,description
CNc1c(Br)cnc2[nH]c(nc12)c3cnn(c3)C4CCN(C)CC4,2.5,
CN(CC[C@@H](Oc1ccc(cc1)c2ccccc2)c3ccc(F)cc3)CC(=O)O,2.86,
CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12,0.49,
CS(=O)(=O)c1ccc(cc1)[C@H](CC2CCCC2)C(=O)Nc3nccs3,3.88,
CN1CC(c2ccccc2)c3cccc(N)c3C1,2.08,
Nc1cccc(NC(=O)c2ccc(CNC(=O)OCc3cccnc3)cc2)c1,1.6,
CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,0.9,
CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,2.12,"This molecule is an aminoketone antidepressant that is widely used in therapy of depression and smoking cessation. This molecule therapy can be associated with transient, usually asymptomatic elevations in serum aminotransferase levels and has been linked to rare instances of clinically apparent acute liver injury. This molecule is an aromatic ketone that is propiophenone carrying a tert-butylamino group at position 2 and a chloro substituent at position 3 on the phenyl ring. It has a role as an antidepressant, an environmental contaminant and a xenobiotic. It is a secondary amino compound, a member of monochlorobenzenes and an aromatic ketone. This molecule is a norepinephrine/dopamine-reuptake inhibitor (NDRI) used most commonly for the management of Major Depressive Disorder (MDD), Seasonal Affective Disorder (SAD), and as an aid for smoking cessation. Bupropion exerts its pharmacological effects by weakly inhibiting the enzymes involved in the uptake of the neurotransmitters norepinephrine and dopamine from the synaptic cleft, therefore prolonging their duration of action within the neuronal synapse and the downstream effects of these neurotransmitters. More specifically, bupropion binds to the norepinephrine transporter (NET) and the dopamine transporter (DAT).  Bupropion was originally classified as an ""atypical"" antidepressant because it does not exert the same effects as the classical antidepressants such as Monoamine Oxidase Inhibitors (MAOIs), Tricyclic Antidepressants (TCAs), or Selective Serotonin Reuptake Inhibitors (SSRIs). While it has comparable effectiveness to typical first-line options for the treatment of depression such as SSRIs, bupropion is a unique option for the treatment of MDD as it lacks any clinically relevant serotonergic effects, typical of other mood medications, or any effects on histamine or adrenaline receptors. Lack of activity at these receptors results in a more tolerable side effect profile; bupropion is less likely to cause sexual side effects, sedation, or weight gain as compared to SSRIs or TCAs, for example.  When used as an aid to smoking cessation, bupropion is thought to confer its anti-craving and anti-withdrawal effects by inhibiting dopamine reuptake, which is thought to be involved in the reward pathways associated with nicotine, and through the antagonism of the nicotinic acetylcholinergic receptor. A Cochrane Review of meta-analyses of available treatment modalities for smoking cessation found that abstinence rates approximately doubled when bupropion was used as compared to placebo, and was found to have similar rates of smoking cessation as [nicotine] replacement therapy (NRT).  Bupropion is sometimes used as an add-on agent to first-line treatments of depression such as selective serotonin reuptake inhibitor (SSRI) medications when there is a treatment-failure or only partial response. Bupropion is also used off-label for the management of Attention/Deficit-Hyperactivity Disorder (ADHD) in adults with comorbid bipolar depression to avoid mood destabilization caused by typical stimulant medications used for the treatment of ADHD.  When used in combination with [naltrexone] in the marketed product ContraveⓇ for chronic weight management, the two components are thought to have effects on areas of the brain involved in the regulation of food intake. This includes the hypothalamus, which is involved in appetite regulation, and the mesolimbic dopamine circuit, which is involved in reward pathways. Studies have shown that the combined activity of bupropion and [naltrexone] increase the firing rate of hypothalamic pro-opiomelanocortin (POMC) neurons and blockade of opioid receptor-mediated POMC auto-inhibition, which are associated with a reduction in food intake and increased energy expenditure. The combination of naltrexone and bupropion was shown to result in a statistically significant weight loss, with a mean change in body weight of -6.3% compared to -1.3% for placebo. This molecule is an Aminoketone. The mechanism of action of bupropion is as a Dopamine Uptake Inhibitor, and Norepinephrine Uptake Inhibitor. The physiologic effect of bupropion is by means of Increased Dopamine Activity, and Increased Norepinephrine Activity. This molecule is an aminoketone with antidepressant activity. The molecular mechanism of the antidepressant effect of bupropion is unknown.  This agent does not inhibit monoamine oxidase and, compared to classical tricyclic antidepressants, is a weak blocker of the neuronal uptake of serotonin and norepinephrine. Buproprion also weakly inhibits the neuronal re-uptake of dopamine. This molecule is a selective catecholamine (norepinephrine and dopamine) reuptake inhibitor. It has only a small effect on serotonin reuptake. It does not inhibit MAO. The antidepressant effect of bupropion is considered to be mediated by its dopaminergic and noradrenergic action. This molecule has also been shown to act as a competitive alpha-3-beta-4- nicotinic antagonist, the alpha-3-beta-4-antagonism has been shown to interrupt addiction in studies of other drugs such as ibogaine. This alpha-3-beta-4-antagonism correlates quite well with the observed effect of interrupting addiction. A unicyclic, aminoketone antidepressant. The mechanism of its therapeutic actions is not well understood, but it does appear to block dopamine uptake. The hydrochloride is available as an aid to smoking cessation treatment; This molecule is a selective catecholamine (norepinephrine and dopamine) reuptake inhibitor. It has only a small effect on serotonin reuptake. It does not inhibit MAO. The antidepressant effect of bupropion is considered to be mediated by its dopaminergic and noradrenergic action. This molecule has also been shown to act as a competitive alpha-3-beta-4-nicotinic antagonist, the alpha-3-beta-4-antagonism has been shown to interrupt addiction in studies of other drugs such as ibogaine. This alpha-3-beta-4-antagonism correlates quite well with the observed effect of interrupting addiction. This molecule (amfebutamone) (brand names Wellbutrin and Zyban) is an antidepressant of the aminoketone class, chemically unrelated to tricyclics or selective serotonin reuptake inhibitors (SSRIs). It is similar in structure to the stimulant cathinone, and to phenethylamines in general. It is a chemical derivative of diethylpropion, an amphetamine-like substance used as an anorectic. This molecule is both a dopamine reuptake inhibitor and a norepinephrine reuptake inhibitor. It is often used as a smoking cessation aid."
CCCSc1nc(N[C@@H]2CC[C@H](CC2)C(=O)O)ccc1C(=O)NC3CCCCC3,2.02,
NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34,2.72,
CC(C)CCCC(C)\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,1.58,
CC1=CC(=O)Oc2c3CCCNc3c(C)cc12,2.9,
CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CC4,3.3,
CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cncn6C)c3C1=O,2.69,
NC(=O)c1cnc(N[C@H]2CCCNC2)c3cc(sc13)c4ccc(F)cc4,2.01,
Cc1c(Sc2ccc(Cl)cc2)c3cccc(Cl)c3n1CC(=O)O,2.0,
OC(CCN1CCCCC1)(C2CCCCC2)c3ccccc3,2.68,
Fc1ccc(N2CCN(CC2)C(=O)COCc3ccncc3)c(Cl)c1,2.63,
COc1cc(F)ccc1c2cncc(CNC[C@@H]3CCCO3)n2,2.0,
Nc1ncnc2nc(cc(c3cccc(Br)c3)c12)c4ccc(nc4)N5CCOCC5,3.2,
CC1=CN(Cc2ccccc2)C(=O)NC1=O,1.19,
CCCCCC1=CC(=O)NC(=N1)N,1.62,
C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c4ccccc4)C(C)(C)C,0.29,
Clc1ccc2C(=O)C3=C(Nc2c1)C(=O)NN(Cc4cocc4)C3=O,0.6,
O=C1CCOc2nc(COc3ccccc3)ccc12,2.3,
Nc1nc2ccccc2n1C(=O)c3ccccc3,1.56,
CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,2.44,
CC(=O)N1CCN(CC1)c2ccc(OCC3COC(Cn4ccnc4)(O3)c5ccc(Cl)cc5Cl)cc2,3.7,
CC1=CN([C@H]2CCCN(Cc3cccc(Oc4cccc(Br)c4)c3)C2)C(=O)NC1=O,3.68,
COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,3.9,
CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cccc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.37,
CCn1cc(NC(=O)Cc2ccc(Oc3ccnc4cc(F)ccc34)cc2OC)cn1,3.93,
COc1cc(F)ccc1c2cncc(CNC(=O)C3CC3)c2,2.9,
Cn1cc(cc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,4.27,
O=C(NCC#N)c1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2.37,
CNC(=O)C1(CCN(CC[C@H](CN(C)C(=O)c2cc(cc3ccccc23)C#N)c4ccc(Cl)c(Cl)c4)CC1)N5CCCCC5=O,2.5,
O[C@@H]1CNC[C@H]1N2C=Cc3c(NC(=O)Cc4ccc(F)c(c4)C(F)(F)F)cccc3C2=O,1.33,
CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3cccnc3C)c2C,3.8,
Cc1ncc2CN=C(c3ccccc3F)c4cc(Cl)ccc4n12,3.4,
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,3.39,
CN1C(=O)c2c(onc2c3ccncc3)C=C1c4ccccc4,3.17,
Cc1cc(N)n(n1)c2ccccc2,1.25,
Cn1cc(nc1c2c3C(=O)N(CC=C)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.92,
OC(=O)C[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,1.26,
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,-0.09,
CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,1.6,
Clc1ccc(cc1Cl)C2=CSC3=NCCN23,1.54,
O=S(=O)(NCC(N1CCCCCC1)c2ccccc2)c3ccc(cc3)C#N,2.86,
O=C1C=CN=C2C=C(C=CN12)C#Cc3ccccc3,2.9,
COc1ncc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,-0.14,
CC(C)N(C(C)C)C(=O)C(C(CNC(=O)NCc1ccccc1F)c2ccccc2)c3cccnc3,4.2,
Cc1sc(CN2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,2.55,
Cc1cc(CCCOc2c(C)cc(cc2C)c3noc(n3)C(F)(F)F)on1,3.63,
CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2ccccc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,2.12,
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,3.35,
NC(=O)c1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)n1,1.1,
COc1cc2c(Nc3cccc(Cl)c3Cl)c(cnc2cc1NCCN(C)C)C(=O)N,3.41,
CN1C(C(=O)Nc2ncc(C)s2)C(=O)c3ccccc3S1(=O)=O,0.3,
CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O,-0.55,
CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)cc(O)c4c3C2=O,1.19,
CCN1C=C(C(=O)O)C(=O)c2cc(F)c(nc12)N3CCNCC3,-0.83,
COc1ccc2c(C)cc(N[C@H]3CC[C@@H](C3)NCc4cn(C)c5ccccc45)nc2c1,2.53,
Cc1ccn2c(c(C)nc2c1)c3ccnc(N)n3,2.39,
Cc1cc2NC(=O)C(=CC(=O)c2cc1C)O,1.99,
COc1cc(N2CCCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,2.1,
CC(C)(c1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4)S(=O)(=O)C,2.65,
CC(C)(C)OC(=O)c1ncn2c1[C@@H]3CCCN3C(=O)c4c(Br)cccc24,2.48,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,2.6,
CC[C@H](NC(=O)c1c(CC[S+](C)[O-])c(nc2ccccc12)c3ccccc3)c4ccccc4,3.15,
CCS(=O)(=O)c1ccc(c(C)c1)c2cc(Cl)ccc2OCC(=O)O,-0.65,
Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cc3)N4CCOCC4,3.05,
Nc1ccc2c(c1)C(=O)C(=O)c3cc(N)ccc23,1.72,
COC(=O)N1CCOc2cc(COc3ccccc3)cnc12,2.5,
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3ccccc3)C(=O)C(F)(F)F,2.26,
N[C@@H]1CCCN(C1)c2c(Cl)cccc2\C=C\3/SC(=O)NC3=O,1.97,
CC[C@H](NC(=O)c1c([S+](C)[O-])c(nc2ccccc12)c3cccs3)c4ccccc4,3.56,
CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3ccc(F)cc3)CC2)c4ccccc4NC(=O)C,2.79,
Nc1nccc(n1)c2cc3C(=O)NC[C@@H](CCF)c3[nH]2,0.51,
CCCc1nc2c(C)cc(cc2n1Cc3ccc(cc3)c4ccccc4C(=O)O)c5nc6ccccc6n5C,2.21,
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@H]4CCN3C[C@@H]4C=C)c2c1,2.26,
FC(F)(F)c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)N3CCN(CC3)c4ccncc4Cl,3.54,
OCC(CO)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.56,
Cn1c(ccc1c2ccc3NC(=S)OC(C)(C)c3c2)C#N,3.4,
CS(=O)(=O)c1ccc(c[n+]1[O-])C(=O)Nc2ccc(F)cc2,0.84,
Nc1nccc(n1)n2ccc3ccccc23,2.71,
CCN(C1CCN(CCC(N2CCC(CC2)C(=O)C)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,0.9,
CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,3.99,
CC(C)Cc1ccc(cc1)C(C)C(=O)NS(=O)(=O)C,0.78,
Cc1cc(NC(=O)c2ccccc2)n[nH]1,1.75,
C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C=Nc13,3.1,
CC1=CN([C@H]2CCCN(C2)[C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.12,
CC(C)(NC(=O)c1sccc1Oc2ccc(F)cc2[N+](=O)[O-])C#C,3.0,
Nc1nc2nc(cc(n2n1)C(F)(F)F)c3cccs3,2.01,
Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c2nc3ccccc3[nH]2,2.7,
NC1=CC2=NNC(=O)N2c3cc(ccc13)c4cccs4,3.26,
Nc1nc2ccc(cc2[nH]1)C(=O)c3ccccc3,2.29,
NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,-1.5,
CN1C=C(C(=O)c2c(O)cc(O)cc12)c3ccc(O)cc3,2.2,
CC(C)Oc1ccc2C(=O)C(=COc2c1)c3ccccc3,4.07,
NC(=O)N(c1ccc(C(=O)N)c(n1)c2ccc(F)cc2F)c3c(F)cccc3F,1.6,
CCCNC(=O)c1nnc2c(cccc2c1N)c3cc(C)ccc3OC,3.99,
CNC(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,1.99,
C[C@H](NC(=O)c1c(C)nn(C2CCSCC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.29,
CC[C@H]1[C@@H](Cc2cncn2C)COC1=O,-0.37,
NC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc[nH]4,2.3,
CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ncccc34)c2C(=O)N5CC[C@@H](O)C5,1.71,
CCOc1cccc(\C=C\2/SC(=O)NC2=O)c1N3CCC[C@@H](N)C3,1.86,
CS(=O)(=O)C1(CCOCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,2.4,
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)OCc3ccncc3)C(=O)C(F)(F)F,2.41,
Cc1ccc(cc1)S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2c4ccccc4,1.68,
CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,2.76,
O=C1Oc2ccccc2C=C1c3ccccc3,3.22,
COc1ccccc1C(=O)NCC23CC4CC(CC(C4)C2)C3,4.43,
Cc1nc(cs1)C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2,0.24,
CS(=O)(=O)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,2.7,
CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(C(=O)O)c3C,1.18,
CC(C)(C)C(=O)Nc1ccc2c(c1)C(=O)C(=O)c3ccccc23,2.83,
CN1CCN(CC1)C(=O)OC2N(C(=O)c3nccnc23)c4ccc(Cl)cn4,1.1,
Nc1ncnc2oc(c3cocc3)c(c4occc4)c12,3.1,
OC(=O)c1ccc(Nc2ncc(Br)c(Nc3ccccc3)n2)cc1,1.65,
Oc1ccc(O)c2C(=O)C=CC(=O)c12,1.91,
CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccccn2,0.24,
C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,3.56,
Oc1ccc2C(=O)C(=COc2c1)c3ccc(O)c(O)c3,1.88,
Brc1ccc2oc3C(=O)NC(=Nc3c2c1)[C@@H]4CCCN4,2.19,
C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3C#N)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,3.3,
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,3.47,
Cc1cnc(NS(=O)(=O)c2ccccc2)c(C)n1,-0.03,
CCCC(=O)NCc1cncc(c1)c2ccc(F)cc2OC,2.9,
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3ccc(cc3)C(=O)O)C(=O)C(F)(F)F,0.35,
Cc1nnc2CN=C(c3ccccc3Cl)c4cc(Cl)ccc4n12,2.34,
C[C@@H]1CN(CCN1C(=O)[C@@H]2CCCC[C@H]2C(=O)NC3(CC3)C#N)c4ccc5c(c4)c(C)nn5C,2.8,
Cn1cc(cc1c2c3C(=O)N(CCO)C(=O)N(CC4CC4)c3nn2Cc5ccnc6ccc(Cl)cc56)C#N,3.0,
Cc1cccc(n1)c2nc3cc(Cl)ccc3[nH]2,4.1,
COC(=O)c1ccc(CC(=O)N(C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,4.0,
F[C@H]1CN(CCN2C(=O)C=Cc3ccc(cc23)C#N)CC[C@H]1NCc4ccc5OCC(=O)Nc5n4,0.66,
C[C@H](NC(=O)c1c(C)nn(C2CCN(CC(F)(F)F)CC2)c1NS(=O)(=O)c3ccc(C)cc3)C(C)(C)C,1.08,
C[C@@H]1CN(CC2(CC2)C(=O)N)CCN1S(=O)(=O)c3ccc(cc3)C(C)(O)C(F)(F)F,1.03,
c1ccc2[nH]ncc2c1,1.9,This molecule is an indazole. It is a tautomer of a 2H-indazole.
COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,2.56,
Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13,2.61,
COc1ccc(OC(F)(F)F)cc1CN[C@H]2CCCN[C@H]2c3ccccc3,2.9,
Nc1nc(cs1)c2ccc(Cl)cc2,3.31,
NS(=O)(=O)c1cc(C(=O)O)c(NCc2occc2)cc1Cl,-0.9,
CCOC(=O)c1ccc(N)cc1,1.83,"This molecule is a benzoate ester having 4-aminobenzoic acid as the acid component and ethanol as the alcohol component. A surface anaesthetic, it is used to suppress the gag reflex, and as a lubricant and topical anaesthetic on the larynx, mouth, nasal cavity, respiratory tract, oesophagus, rectum, urinary tract, and vagina. It has a role as a topical anaesthetic, an antipruritic drug, an allergen and a sensitiser. It is a benzoate ester and a substituted aniline. This molecule is an ester local anesthetic that acts by preventing transmission of impulses along nerve fibers and at nerve endings. It is commonly used for local anesthesia in many over the counter products. This molecule was first used for local anesthesia in dentistry. This molecule is a Standardized Chemical Allergen. The physiologic effect of benzocaine is by means of Increased Histamine Release, and Cell-mediated Immunity. This molecule is an ester of paraaminobenzoic acid, lacking the terminal diethylamino group of procaine, with anesthetic activity. This molecule binds to the sodium channel and reversibly stabilizes the neuronal membrane which decreases its permeability to sodium ions. Depolarization of the neuronal membrane is inhibited, thereby blocking the initiation and conduction of nerve impulses. This molecule is a surface anesthetic that acts by preventing transmission of impulses along nerve fibers and at nerve endings. This molecule is a local anesthetic commonly used as a topical pain reliever. It is the active ingredient in many over-the-counter analgesic ointments. This molecule is an ester, a compound made from the organic acid PABA (para-aminobenzoic acid) and ethanol. The process in which this ester is created is known as Fischer esterification."
CCN(C1CCCCC1)C(=O)c2cnn(c2NS(=O)(=O)c3ccc(cc3)c4ocnc4)c5ccccc5,1.46,
Oc1nc2cc(Cl)c(Cl)c(c2nc1O)[N+](=O)[O-],0.21,
CNCC[C@@H](Oc1cc(OC)ccc1C#N)c2ccccc2,0.87,
CCc1c(C)nc2sc(C(=O)N)c(N)c2c1C,2.62,
OC(=O)c1ccc(OCC(=O)COc2ccc(SCCCCCc3ccccc3)cc2)cc1,3.63,
COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1NCCN4CCOCC4,2.68,
OCCCN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.49,
OC(=O)CC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4sc(Cl)c(Cl)c4[nH]3,2.84,
OCCO[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccc(F)c(F)c5)nc(SCCC(F)(F)F)nc23,4.17,
Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,2.68,
CCCc1cc(cc(OC)c1OC)C2=N[C@H](CO2)C(=O)NO,1.69,
ON(C=O)C1(CS(=O)(=O)N2CCN(CC2)c3ccc(F)cc3)CCOCC1,0.85,
CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(O)c2)NC(=O)[C@H]3Cc4ccc(O)cc4CN3,2.39,
OC(=O)c1cccc(c1)c2cccc(c2)C#N,0.3,
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N3CCN(CC3)c4ccc(cn4)C(F)(F)F)C(=O)C2,3.8,
CC1=CN([C@H]2CCCN(C2)[C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,1.09,
COc1cc2ncc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1OC,3.16,
COc1cc(Oc2ccnc3ccc(F)cc23)ccc1CC(=O)Nc4noc(C)c4C,4.06,
Cc1cc(NC(=O)c2ccc(Cl)cc2)n(n1)c3ccccc3,3.25,
OC(=O)c1ccc(cc1)n2ncc(C(=O)NC3C4CC5CC(CC3C5)C4)c2C6CCCC6,1.72,
CC1=C(CCC(=O)O)C(=O)Oc2cc(O)ccc12,-0.7,
CC(C)(O)c1ccc(Nc2nc3ccc(cc3[nH]2)C#N)cc1,2.73,
CN(C)CC(O)COc1ccc(Nc2cc(Nc3ccc(F)cc3F)ncn2)cc1,1.48,
COc1cc2ncc(C(=O)N)c(Nc3ccccc3Cl)c2cc1OC,2.89,
C1CNCC(C1)c2nc3ccccc3s2,1.0,
[O-][N+](=O)c1cccc2ccc(nc12)C(Cl)(Cl)Cl,3.7,
C[C@H](Nc1ncc(Cl)c(Nc2cc([nH]n2)N(C)C)n1)c3ncc(F)cn3,2.33,
CN(C)C(=O)CN1C(=O)C(Cc2ccccc12)NC(=O)c3cc4cc(Cl)sc4[nH]3,3.07,
CN(C)c1ccccc1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1.74,
O=C1NC(=NC(=C1C#N)c2ccccc2)SCc3ccccc3,1.56,
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccncc3)C(=O)C(F)(F)F,2.16,
C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2)nc3nc(N)sc13,3.31,
CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,3.97,
OC(CN1CCOCC1)c2ccccc2,1.0,
OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,3.8,
CC(=O)Nc1ccc2ccn(c3cc(NCCCN4CCCC4)n5ncc(C#N)c5n3)c2c1,1.87,
CN(C)c1cccc2c(cccc12)S(=O)(=O)N,1.95,
Cc1[nH]c(C(=O)NC2CCN(CC2)c3nc(cs3)C(=O)O)c(Cl)c1Cl,0.14,
CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(c2)C#N)nc3NC(=O)Sc13,3.7,
O[C@H](CNC(=O)C1=CNC(=O)C=C1C(F)(F)F)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,2.71,
CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C(F)(F)F)C(=O)C(F)(F)F,1.01,
Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,2.9,
CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,-0.12,
Nc1nccc(\C=C\c2ccc(Cl)cc2)n1,3.5,
CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)C)C=O,2.6,
OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,1.0,
CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,2.4,
COc1cc2ncc(C(=O)N)c(Nc3cccc(F)c3F)c2cc1OC,2.82,
OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1,2.93,
O=C1CCOc2cc(OCc3cccc(c3)C#N)ccc12,2.8,
Cc1nc(C)c(nc1C(=O)N)c2ccc([C@@H]3CC[C@H](CC(=O)O)CC3)c(F)c2,1.2,
Cn1cnc(c1Sc2ncnc3nc[nH]c23)[N+](=O)[O-],0.19,
CC(C)(C)OC(=O)NCCCSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)ncnc23,1.2,
O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCc4[nH]c5ncccc5c4C3,2.13,
Nc1scc2C(=NN(C(=O)c12)c3ccc(F)cc3)C(=O)NC4CC4,2.8,
O[C@@H](CNCCc1ccc(NC[C@H](O)c2ccccc2)cc1)c3ccc(O)c(NC=O)c3,0.02,
CCCC1CCCCC(=N1)N,1.1,
NNC1=Nc2ccccc2NC1=O,0.44,
Clc1c(NCC2CCNCC2)nccc1C(=O)NCC34CC5CC(CC(C5)C3)C4,0.6,
COCCOC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OC(C)C)C,3.8,
CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)N4CCN(CC4)C(=O)CN(C)C)n2,3.31,
